page_id,NAME,ID,ALIGN,EYE,HAIR,SEX,LGBTQ,ALIVE,APPEARANCES,MONTH_FA,YEAR_FA,UNIVERSE
373715,Oksana Verchenko (New Earth),NA,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Deceased Characters,1,July,2005,DC
373717,Patricia Grace-Colby (New Earth),NA,Good Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Deceased Characters,1,July,2005,DC
258538,Purple Pilgrim (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,September,2005,DC
50858,Samuel Benjamin (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,August,2005,DC
240330,Soapy (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,May,2005,DC
240428,Tech-Fu (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,1,November,2005,DC
258446,Thought Terror (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,2005,DC
290770,Tigris (New Earth),Secret Identity,Bad Characters,Black Eyes,NA,Female Characters,FALSE,Living Characters,1,November,2005,DC
290764,White Willow (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Deceased Characters,1,November,2005,DC
237768,Wunda (New Earth),Public Identity,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,November,2005,DC
160927,Arnold Locane (New Earth),NA,NA,NA,NA,Male Characters,FALSE,Living Characters,1,September,2004,DC
157268,Carol Erikson (New Earth),NA,NA,NA,Brown Hair,Female Characters,FALSE,Deceased Characters,1,September,2004,DC
323309,James Wright (New Earth),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,August,2004,DC
157276,Louis Erikson (New Earth),NA,NA,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,September,2004,DC
251916,Precious (New Earth),NA,Bad Characters,Green Eyes,Red Hair,Female Characters,FALSE,Deceased Characters,1,June,2004,DC
11959,Scratch (New Earth),Secret Identity,Good Characters,NA,Red Hair,Male Characters,FALSE,Living Characters,1,August,2004,DC
323313,Sheila Carr (New Earth),Public Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Deceased Characters,1,August,2004,DC
284633,Steel Fang (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,2004,DC
344743,Althea (New Earth),NA,Good Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,June,2003,DC
171883,Amok (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,2003,DC
344740,Catalyn (New Earth),NA,Good Characters,Brown Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,May,2003,DC
364618,Dennap (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,FALSE,Living Characters,1,November,2003,DC
323306,Koenraad Von Grimm (New Earth),Public Identity,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,October,2003,DC
344744,Macaria (New Earth),NA,Good Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,June,2003,DC
275942,Marlus Randone (New Earth),NA,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,August,2003,DC
306993,Martin Somers (New Earth),Public Identity,Bad Characters,Blue Eyes,NA,Male Characters,FALSE,Deceased Characters,1,December,2003,DC
236865,Mourn II (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,February,2003,DC
155114,Paul Proch (New Earth),Public Identity,NA,NA,White Hair,Male Characters,FALSE,Living Characters,1,July,2003,DC
157127,Rudyon (New Earth),NA,Good Characters,Blue Eyes,Red Hair,Male Characters,FALSE,Living Characters,1,December,2003,DC
182055,Three of Diamonds I (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,October,2003,DC
129113,Trey Hartley (New Earth),NA,Good Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,February,2003,DC
160776,Bloque (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,2002,DC
158254,Buckeye (New Earth),Secret Identity,Good Characters,NA,Red Hair,Male Characters,FALSE,Deceased Characters,1,May,2002,DC
158723,David DeVille (New Earth),NA,Bad Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,1,December,2002,DC
236603,Dickson Kurata (New Earth),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,March,2002,DC
157689,Eliza (New Earth),NA,Bad Characters,NA,Black Hair,Female Characters,FALSE,Deceased Characters,1,January,2002,DC
192471,Jack Monteleone (New Earth),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,2002,DC
183681,Jack of Clubs II (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,February,2002,DC
183682,Jack of Hearts I (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,February,2002,DC
403495,James Stark (New Earth),Public Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,August,2002,DC
204003,Joe Hollywood (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,February,2002,DC
183684,King of Hearts I (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,February,2002,DC
182826,King of Spades IV (New Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Male Characters,FALSE,Living Characters,1,February,2002,DC
157690,Larvanaut (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,January,2002,DC
307566,Meat Cleaver (New Earth),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,October,2002,DC
222798,Muhammad X (New Earth),Secret Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,April,2002,DC
344739,Nyrese (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,March,2002,DC
157726,Putty (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,January,2002,DC
183686,Queen of Hearts II (New Earth),NA,Bad Characters,NA,NA,Female Characters,FALSE,Living Characters,1,February,2002,DC
152636,Shadower II (New Earth),Secret Identity,Bad Characters,NA,White Hair,Male Characters,FALSE,Living Characters,1,November,2002,DC
159527,Stigmonus (New Earth),NA,Bad Characters,Red Eyes,NA,Male Characters,FALSE,Living Characters,1,December,2002,DC
368837,Summer Gleeson (New Earth),Public Identity,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,November,2002,DC
182064,Two of Hearts I (New Earth),NA,Bad Characters,NA,NA,Female Characters,FALSE,Living Characters,1,February,2002,DC
155175,Tycho (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,2002,DC
152632,Vartan Kevork (New Earth),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,November,2002,DC
158257,Virago (New Earth),Secret Identity,Good Characters,NA,White Hair,Female Characters,FALSE,Deceased Characters,1,March,2002,DC
263714,Canis Minor (New Earth),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,August,2001,DC
183735,Captain Squidd (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,2001,DC
261288,Carver Malone (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,May,2001,DC
342140,Ericht (New Earth),NA,Bad Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,February,2001,DC
345108,Laris (New Earth),NA,Good Characters,NA,NA,Female Characters,FALSE,Living Characters,1,May,2001,DC
294806,Marge Dover (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,FALSE,Deceased Characters,1,December,2001,DC
152094,Max Tuefeld (New Earth),Public Identity,NA,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,November,2001,DC
91726,Mudge (New Earth),NA,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,January,2001,DC
288162,Oya (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,June,2001,DC
345109,Ratira (New Earth),NA,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,May,2001,DC
367192,Sirius (New Earth),Secret Identity,Neutral Characters,Yellow Eyes,Red Hair,Male Characters,FALSE,Living Characters,1,March,2001,DC
193963,Stormfront (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,2001,DC
194569,Warjack (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,2001,DC
225566,Barin Char (New Earth),Public Identity,Good Characters,Black Eyes,NA,Male Characters,FALSE,Deceased Characters,1,September,2000,DC
315991,Colonel Glory (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,April,2000,DC
213242,Doll Man II (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,2000,DC
203660,Duran (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,August,2000,DC
134784,El Lobizon (New Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,September,2000,DC
305226,Eve Teschmacher (New Earth),Public Identity,Neutral Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,January,2000,DC
287180,Girth (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,2000,DC
217344,Gualicho (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,2000,DC
332979,Joatt (New Earth),Public Identity,Good Characters,NA,Blond Hair,Male Characters,FALSE,Living Characters,1,July,2000,DC
287170,Kittyhawk (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,March,2000,DC
341965,Lakutha (New Earth),NA,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,1,August,2000,DC
7566,Laura Klein (New Earth),Secret Identity,NA,NA,Black Hair,Female Characters,FALSE,Living Characters,1,October,2000,DC
287135,Metalhead II (New Earth),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,FALSE,Living Characters,1,May,2000,DC
287174,Napalm II (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,2000,DC
134786,Pampero (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,2000,DC
55375,Rosemary Fields (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,FALSE,Living Characters,1,October,2000,DC
193443,Skeleton (New Earth),Secret Identity,Bad Characters,NA,NA,NA,FALSE,Living Characters,1,April,2000,DC
146788,Tengu II (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,August,2000,DC
263726,Tusk (New Earth),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,January,2000,DC
304469,Zac Ares Bandet (New Earth),NA,Good Characters,Blue Eyes,NA,Male Characters,FALSE,Deceased Characters,1,July,2000,DC
89114,Audrey Lee (New Earth),Public Identity,Good Characters,NA,Grey Hair,Female Characters,FALSE,Living Characters,1,May,1999,DC
172065,Bad Grrl (New Earth),NA,Bad Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,July,1999,DC
183122,Bitter Ruth (New Earth),Secret Identity,Bad Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,July,1999,DC
183474,Blithe (New Earth),NA,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,December,1999,DC
110540,Bobby Gazzo (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,1,December,1999,DC
183636,Buzzword (New Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Female Characters,FALSE,Living Characters,1,August,1999,DC
130673,Colby Zag (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1999,DC
130950,Constance Hollis (New Earth),NA,Bad Characters,NA,Brown Hair,Female Characters,FALSE,Deceased Characters,1,January,1999,DC
184480,Crazytop (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1999,DC
184516,Cybersaw (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,July,1999,DC
35591,Cythonna (New Earth),Public Identity,Bad Characters,White Eyes,White Hair,Female Characters,FALSE,Living Characters,1,#VALUE!,1999,DC
184577,Dartagnan (New Earth),Secret Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Living Characters,1,July,1999,DC
184580,Deadfall II (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,July,1999,DC
185274,Doctor Omega (New Earth),Secret Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Living Characters,1,July,1999,DC
184678,Dome (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,October,1999,DC
361915,Echielias (New Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,FALSE,Living Characters,1,November,1999,DC
291985,Gorbzil Mammit (New Earth),Public Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,August,1999,DC
282981,Grover Cleveland (New Earth),NA,Good Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,August,1999,DC
186937,Hearse (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,July,1999,DC
284549,Heraphon (New Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,FALSE,Living Characters,1,November,1999,DC
187313,Illuminata (New Earth),NA,Bad Characters,Green Eyes,Blond Hair,Female Characters,FALSE,Living Characters,1,June,1999,DC
191392,Miss Gsptlsnz (New Earth),NA,NA,NA,Red Hair,Female Characters,FALSE,Living Characters,1,July,1999,DC
341953,Nurse Maggit (New Earth),Public Identity,Bad Characters,Red Eyes,NA,Female Characters,FALSE,Living Characters,1,September,1999,DC
221522,Piton II (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1999,DC
192326,Psykosis (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,#VALUE!,1999,DC
192619,Red Dart (New Earth),NA,Bad Characters,NA,Red Hair,Male Characters,FALSE,Living Characters,1,October,1999,DC
361919,Rrall (New Earth),Public Identity,Good Characters,Red Eyes,Grey Hair,Male Characters,FALSE,Living Characters,1,November,1999,DC
193340,Sir Real (New Earth),NA,Bad Characters,NA,Blue Hair,Male Characters,FALSE,Living Characters,1,December,1999,DC
194115,Tora (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,January,1999,DC
344909,Vestina (New Earth),NA,Good Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,November,1999,DC
150497,William Riley (New Earth),NA,NA,Blue Eyes,Grey Hair,Male Characters,FALSE,Living Characters,1,June,1999,DC
254235,Aaron Hayley (New Earth),NA,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,#VALUE!,1998,DC
13675,Acidia (New Earth),Secret Identity,Bad Characters,Red Eyes,Blond Hair,Female Characters,FALSE,Living Characters,1,May,1998,DC
282749,Adder (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,July,1998,DC
345477,Alexis (New Earth),NA,NA,NA,NA,Female Characters,FALSE,Living Characters,1,September,1998,DC
334230,Andrew Johnson (New Earth),NA,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,1998,DC
187274,Becky Albright (New Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,FALSE,Living Characters,1,February,1998,DC
265510,Bookworm III (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,May,1998,DC
183742,Carnivore (New Earth),Identity Unknown,Bad Characters,Red Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,March,1998,DC
15956,Crackle (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Living Characters,1,May,1998,DC
184570,Dark (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1998,DC
345481,Dimita (New Earth),NA,NA,NA,Black Hair,Female Characters,FALSE,Living Characters,1,October,1998,DC
283548,Kid Emotion (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,February,1998,DC
243954,Manx (New Earth),Secret Identity,Good Characters,NA,NA,Female Characters,FALSE,Deceased Characters,1,July,1998,DC
127411,Michael Patten (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,October,1998,DC
243964,Mister Action (New Earth),Secret Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,July,1998,DC
184083,Peter Malley (New Earth),Secret Identity,Bad Characters,Black Eyes,NA,Male Characters,FALSE,Living Characters,1,January,1998,DC
304309,Phantos (New Earth),NA,Good Characters,Red Eyes,NA,NA,FALSE,Deceased Characters,1,December,1998,DC
265509,Pom Pom Girl (New Earth),Secret Identity,Bad Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,May,1998,DC
265508,Prom Queen (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,May,1998,DC
192562,Radiant II (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,1998,DC
7588,Retro (New Earth),Secret Identity,Good Characters,NA,Blond Hair,Male Characters,FALSE,Deceased Characters,1,February,1998,DC
139771,Rip Roar (New Earth),Public Identity,Bad Characters,Red Eyes,Strawberry Blond Hair,Male Characters,FALSE,Living Characters,1,October,1998,DC
205398,Robert Smith (New Earth),NA,Good Characters,NA,Grey Hair,Male Characters,FALSE,Living Characters,1,February,1998,DC
15897,Sharpe (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,May,1998,DC
345478,Simone (New Earth),NA,NA,NA,NA,Female Characters,FALSE,Living Characters,1,September,1998,DC
243958,Song Bird (New Earth),Secret Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Deceased Characters,1,July,1998,DC
194082,Termina (New Earth),NA,Bad Characters,NA,NA,Female Characters,FALSE,Deceased Characters,1,June,1998,DC
15826,Thaddeus Hoskins (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,December,1998,DC
193622,3g4 (New Earth),NA,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,October,1997,DC
220137,Aimee DeWitt (New Earth),Public Identity,NA,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,July,1997,DC
351335,Althesia (New Earth),NA,Good Characters,NA,Brown Hair,Female Characters,FALSE,Living Characters,1,July,1997,DC
309400,Andrea Martinez (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1997,DC
128330,Andrew McFee (New Earth),Secret Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Deceased Characters,1,October,1997,DC
344609,Ariadne of the Blue Guard (New Earth),NA,Good Characters,Blue Eyes,Black Hair,Female Characters,FALSE,Deceased Characters,1,July,1997,DC
172057,AWOL (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1997,DC
183481,Bloodhound (New Earth),NA,Bad Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,March,1997,DC
315434,David Mancini (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,FALSE,Deceased Characters,1,#VALUE!,1997,DC
184598,Deathgrip (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1997,DC
130968,Dell Merriwether (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,October,1997,DC
110534,Donald Sullivan (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,January,1997,DC
128375,Earl Povich (New Earth),NA,Bad Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1997,DC
186154,Fangg (Post-Zero Hour),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1997,DC
283028,Franklin Pierce (New Earth),NA,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,September,1997,DC
203443,Hannibal Hawk (New Earth),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1997,DC
263716,Hathak (New Earth),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,December,1997,DC
145342,Hector Ramirez (New Earth),Secret Identity,Good Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,April,1997,DC
273686,Hoppy (New Earth),Secret Identity,Good Characters,Blue Eyes,Pink Hair,Male Characters,FALSE,Living Characters,1,August,1997,DC
187336,Inkling (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1997,DC
131105,Isaac Fisher (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,May,1997,DC
110521,Jasper Dolan (New Earth),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,FALSE,Deceased Characters,1,September,1997,DC
110535,Jimmy Murphy (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,January,1997,DC
110536,Kevin Kelly (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,January,1997,DC
110542,Luca Mareli (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,February,1997,DC
353843,Mawu (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,October,1997,DC
110533,Mickey Sullivan (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,January,1997,DC
273695,Millie (New Earth),Public Identity,Good Characters,Blue Eyes,Pink Hair,Female Characters,FALSE,Living Characters,1,August,1997,DC
321378,Mister Finish (New Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,FALSE,Living Characters,1,September,1997,DC
238763,Mister Frost (New Earth),NA,Bad Characters,Red Eyes,White Hair,Male Characters,FALSE,Living Characters,1,March,1997,DC
127793,Nikolai Karpov (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1997,DC
203434,Ohiyesa II (New Earth),Public Identity,Good Characters,NA,Black Hair,Male Characters,FALSE,Living Characters,1,#VALUE!,1997,DC
191975,Output (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1997,DC
191977,Override (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,September,1997,DC
131200,Peter Ostine (New Earth),NA,Bad Characters,Brown Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,1,February,1997,DC
309394,Richard Malverne (New Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,FALSE,Deceased Characters,1,January,1997,DC
192772,Rockslide (Post-Zero Hour),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1997,DC
193125,Scareware (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,June,1997,DC
311157,Sergeant Mack (New Earth),NA,Good Characters,Blue Eyes,NA,Male Characters,FALSE,Living Characters,1,December,1997,DC
91922,Silas Kent (New Earth),Public Identity,Good Characters,NA,White Hair,Male Characters,FALSE,Deceased Characters,1,August,1997,DC
194075,Tattoo II (New Earth),NA,Bad Characters,NA,Blond Hair,Female Characters,FALSE,Living Characters,1,March,1997,DC
332883,Topkick (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,October,1997,DC
194137,Twilight II (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,TRUE,Living Characters,1,November,1997,DC
110640,Vincent Falcone (New Earth),Public Identity,Bad Characters,NA,Grey Hair,Male Characters,FALSE,Living Characters,1,August,1997,DC
279177,Ace of Clubs (Arcana) (New Earth),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,August,1996,DC
278562,Ace of Diamonds (Arcana) (New Earth),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,August,1996,DC
279231,Ace of Hearts (Arcana) (New Earth),Secret Identity,Bad Characters,NA,Grey Hair,Female Characters,FALSE,Deceased Characters,1,August,1996,DC
10574,Arashi Ohashi (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,FALSE,Living Characters,1,December,1996,DC
183485,Bloodtype (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,August,1996,DC
138120,Cockatoo (New Earth),NA,Bad Characters,NA,NA,Female Characters,FALSE,Deceased Characters,1,April,1996,DC
192254,Curtis Falconer (New Earth),NA,Bad Characters,NA,Brown Hair,Male Characters,FALSE,Deceased Characters,1,August,1996,DC
138106,Darkstorm (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,April,1996,DC
137799,Eckstein (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,March,1996,DC
328807,Fong (New Earth),Public Identity,Bad Characters,NA,Black Hair,Male Characters,FALSE,Deceased Characters,1,March,1996,DC
138144,Ironbolt (New Earth),Secret Identity,Bad Characters,NA,Red Hair,Male Characters,FALSE,Deceased Characters,1,April,1996,DC
188539,Karrion (New Earth),NA,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1996,DC
63416,Michael Adams (New Earth),NA,NA,NA,NA,Male Characters,FALSE,Living Characters,1,October,1996,DC
355989,Mindy Falconer (New Earth),Public Identity,Bad Characters,NA,Brown Hair,Female Characters,FALSE,Deceased Characters,1,September,1996,DC
138392,Mink (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,April,1996,DC
310616,Myst (New Earth),Secret Identity,Good Characters,NA,Black Hair,Female Characters,FALSE,Living Characters,1,August,1996,DC
138394,Panzer (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,April,1996,DC
188997,Phillipe Mouton (New Earth),Public Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,November,1996,DC
192282,Poltergeist (New Earth),NA,Bad Characters,Blue Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,December,1996,DC
110520,Richard Daniel (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,FALSE,Deceased Characters,1,December,1996,DC
140662,Richard Dunston (New Earth),NA,Bad Characters,NA,Red Hair,Male Characters,FALSE,Deceased Characters,1,August,1996,DC
296889,Tarant (New Earth),Public Identity,Good Characters,NA,NA,Male Characters,FALSE,Living Characters,1,August,1996,DC
137794,Thrax (New Earth),NA,Neutral Characters,NA,NA,Male Characters,FALSE,Deceased Characters,1,March,1996,DC
367527,Wallace Johnson (New Earth),NA,Good Characters,Brown Eyes,Black Hair,Male Characters,FALSE,Living Characters,1,December,1996,DC
194560,Wardog (New Earth),Secret Identity,Bad Characters,NA,NA,Male Characters,FALSE,Living Characters,1,January,1996,DC
